TimeStamp,EventID,Parameter,Signal,Cycle,CL,YellowStart,RedStart,GreenStart,GreenTime,AIC,TUG,SSC,Headway,ODT,Gap,ODTR,GapR,Int,Det
2022-12-14T15:04:53.700Z,82,11,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,63.7,0,GG,2.8,1.8,1,1.2857,1.4286,15th,stop
2022-12-14T15:04:55.900Z,82,10,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,65.9,0,GG,35,1.5,33.5,1.6667,7.7907,15th,stop
2022-12-14T15:04:56.500Z,82,11,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,66.5,0,GG,2.1,1.4,0.7,1.0769,0.0099,15th,stop
2022-12-14T15:04:56.500Z,82,12,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,66.5,0,GG,37.9,1.2,36.7,1.7143,3.4299,15th,stop
2022-12-14T15:04:58.600Z,82,11,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,68.6,0,GG,72.3,1.3,71,,,15th,stop
2022-12-14T15:05:30.900Z,82,10,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,100.9,0,GG,5.2,0.9,4.3,1.125,0.115,15th,stop
2022-12-14T15:05:34.400Z,82,12,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,104.4,0,GG,11.4,0.7,10.7,0.7778,0.4403,15th,stop
2022-12-14T15:05:36.100Z,82,10,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,106.1,0,GG,38.2,0.8,37.4,,,15th,stop
2022-12-14T15:05:45.800Z,82,12,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,115.8,0,GG,25.2,0.9,24.3,,,15th,stop
2022-12-14T15:06:10.900Z,82,11,R,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,20.9,52.9,RG,60,59.8,0.2,,,15th,stop
2022-12-14T15:06:11Z,82,12,R,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,21,52.8,RG,60.2,59.8,0.4,,,15th,stop
2022-12-14T15:06:14.300Z,82,10,R,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,24.3,49.5,RG,56.6,55.9,0.7,,,15th,stop
2022-12-14T15:07:10.900Z,82,10,G,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,80.9,0,GG,4.6,1.9,2.7,1.9,0.049,15th,stop
2022-12-14T15:07:10.900Z,82,11,G,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,80.9,0,GG,4.2,3.8,0.4,2.2353,1.3333,15th,stop
2022-12-14T15:07:11.200Z,82,12,G,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,81.2,0,GG,6.3,1.8,4.5,1.8,2.6471,15th,stop
2022-12-14T15:07:15.100Z,82,11,G,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,85.1,0,GG,2,1.7,0.3,1.1333,1,15th,stop
2022-12-14T15:07:15.500Z,82,10,G,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,85.5,0,GG,56.1,1,55.1,,,15th,stop
2022-12-14T15:07:17.100Z,82,11,G,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,87.1,0,GG,1.8,1.5,0.3,1.0714,1.5,15th,stop
2022-12-14T15:07:17.500Z,82,12,G,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,87.5,0,GG,2.7,1,1.7,1.1111,0.0586,15th,stop
2022-12-14T15:07:18.900Z,82,11,G,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,88.9,0,GG,1.6,1.4,0.2,1,0.1053,15th,stop
2022-12-14T15:07:20.200Z,82,12,G,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,90.2,0,GG,29.9,0.9,29,,,15th,stop
2022-12-14T15:07:20.500Z,82,11,G,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,90.5,0,GG,3.3,1.4,1.9,1.2727,0.1067,15th,stop
2022-12-14T15:07:23.800Z,82,11,G,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,93.8,0,GG,18.9,1.1,17.8,1.5714,0.5761,15th,stop
2022-12-14T15:07:42.700Z,82,11,G,3,120,2022-12-14T15:05:50Z,2022-12-14T15:05:53.600Z,2022-12-14T15:07:03.800Z,73.8,112.7,0,GG,31.6,0.7,30.9,,,15th,stop
2022-12-14T15:07:50.100Z,82,12,Y,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,0.1,44.6,YY,9.7,2,7.7,,,15th,stop
2022-12-14T15:07:59.800Z,82,12,R,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,9.8,34.9,RG,43.2,43,0.2,,,15th,stop
2022-12-14T15:08:11.600Z,82,10,R,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,21.6,23.1,RG,27.4,26.8,0.6,,,15th,stop
2022-12-14T15:08:14.300Z,82,11,R,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,24.3,20.4,RG,29.6,28.7,0.9,,,15th,stop
2022-12-14T15:08:39Z,82,10,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,49,0,GG,4.9,2.7,2.2,1.0385,2.75,15th,stop
2022-12-14T15:08:43Z,82,12,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,53,0,GG,2.5,2.1,0.4,1.1667,0.3077,15th,stop
2022-12-14T15:08:43.900Z,82,10,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,53.9,0,GG,3.4,2.6,0.8,1.8571,0.5714,15th,stop
2022-12-14T15:08:43.900Z,82,11,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,53.9,0,GG,4.3,2.4,1.9,1.5,4.75,15th,stop
2022-12-14T15:08:45.500Z,82,12,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,55.5,0,GG,3.1,1.8,1.3,0.6207,3.25,15th,stop
2022-12-14T15:08:47.300Z,82,10,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,57.3,0,GG,2.8,1.4,1.4,1,1.75,15th,stop
2022-12-14T15:08:48.200Z,82,11,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,58.2,0,GG,2,1.6,0.4,0.5714,0.25,15th,stop
2022-12-14T15:08:48.600Z,82,12,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,58.6,0,GG,3.3,2.9,0.4,2.2308,0.1538,15th,stop
2022-12-14T15:08:50.100Z,82,10,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,60.1,0,GG,2.2,1.4,0.8,1.2727,0.0248,15th,stop
2022-12-14T15:08:50.200Z,82,11,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,60.2,0,GG,4.4,2.8,1.6,2.5455,0.0204,15th,stop
2022-12-14T15:08:51.900Z,82,12,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,61.9,0,GG,3.9,1.3,2.6,1.1818,3.25,15th,stop
2022-12-14T15:08:52.300Z,82,10,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,62.3,0,GG,33.3,1.1,32.2,1.5714,10.7333,15th,stop
2022-12-14T15:08:54.600Z,82,11,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,64.6,0,GG,79.7,1.1,78.6,,,15th,stop
2022-12-14T15:08:55.800Z,82,12,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,65.8,0,GG,1.9,1.1,0.8,1,0.0678,15th,stop
2022-12-14T15:08:57.700Z,82,12,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,67.7,0,GG,12.9,1.1,11.8,1.8333,0.1772,15th,stop
2022-12-14T15:09:10.600Z,82,12,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,80.6,0,GG,67.2,0.6,66.6,,,15th,stop
2022-12-14T15:09:25.600Z,82,10,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,95.6,0,GG,3.7,0.7,3,0.875,0.1685,15th,stop
2022-12-14T15:09:29.300Z,82,10,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,99.3,0,GG,18.6,0.8,17.8,1.1429,4.5641,15th,stop
2022-12-14T15:09:47.900Z,82,10,G,4,120,2022-12-14T15:07:50Z,2022-12-14T15:07:53.600Z,2022-12-14T15:08:34.700Z,44.7,117.9,0,GG,4.6,0.7,3.9,,,15th,stop
2022-12-14T15:09:52.500Z,82,10,Y,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,2.5,45.8,YY,23.7,0.9,22.8,,,15th,stop
2022-12-14T15:10:14.300Z,82,11,R,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,24.3,24,RG,31.7,30.4,1.3,,,15th,stop
2022-12-14T15:10:16.200Z,82,10,R,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,26.2,22.1,RG,28.7,28.6,0.1,,,15th,stop
2022-12-14T15:10:17.800Z,82,12,R,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,27.8,20.5,RG,27.9,26.9,1,,,15th,stop
2022-12-14T15:10:44.900Z,82,10,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,54.9,0,GG,2.8,2.2,0.6,0.7333,0.5455,15th,stop
2022-12-14T15:10:45.700Z,82,12,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,55.7,0,GG,3,2.2,0.8,1.5714,0.4,15th,stop
2022-12-14T15:10:46Z,82,11,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,56,0,GG,7,2,5,1.25,0.2688,15th,stop
2022-12-14T15:10:47.700Z,82,10,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,57.7,0,GG,4.1,3,1.1,1.7647,0.3793,15th,stop
2022-12-14T15:10:48.700Z,82,12,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,58.7,0,GG,3.4,1.4,2,1.1667,0.023,15th,stop
2022-12-14T15:10:51.800Z,82,10,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,61.8,0,GG,4.6,1.7,2.9,1.2143,0.1025,15th,stop
2022-12-14T15:10:52.100Z,82,12,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,62.1,0,GG,88,1.2,86.8,,,15th,stop
2022-12-14T15:10:53Z,82,11,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,63,0,GG,20.2,1.6,18.6,2.6667,0.9538,15th,stop
2022-12-14T15:10:56.400Z,82,10,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,66.4,0,GG,29.7,1.4,28.3,1.5556,5.1455,15th,stop
2022-12-14T15:11:13.200Z,82,11,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,83.2,0,GG,20.1,0.6,19.5,0.75,0.9466,15th,stop
2022-12-14T15:11:26.100Z,82,10,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,96.1,0,GG,6.4,0.9,5.5,1.125,0.1225,15th,stop
2022-12-14T15:11:32.500Z,82,10,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,102.5,0,GG,45.7,0.8,44.9,,,15th,stop
2022-12-14T15:11:33.300Z,82,11,G,5,120,2022-12-14T15:09:50Z,2022-12-14T15:09:53.600Z,2022-12-14T15:10:38.300Z,48.3,103.3,0,GG,21.4,0.8,20.6,,,15th,stop
2022-12-14T15:11:54.700Z,82,11,R,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,4.7,50,RG,57.2,56.3,0.9,,,15th,stop
2022-12-14T15:12:18.200Z,82,10,R,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,28.2,26.5,RG,34.1,32.3,1.8,,,15th,stop
2022-12-14T15:12:20.100Z,82,12,R,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,30.1,24.6,RG,33.3,30.4,2.9,,,15th,stop
2022-12-14T15:12:51.900Z,82,11,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,61.9,0,GG,2.6,2,0.6,1.1765,0.2857,15th,stop
2022-12-14T15:12:52.300Z,82,10,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,62.3,0,GG,2.5,1.7,0.8,1,2,15th,stop
2022-12-14T15:12:53.400Z,82,12,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,63.4,0,GG,3.2,1.3,1.9,1.3,0.0802,15th,stop
2022-12-14T15:12:54.500Z,82,11,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,64.5,0,GG,3.8,1.7,2.1,1.2143,10.5,15th,stop
2022-12-14T15:12:54.800Z,82,10,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,64.8,0,GG,2.1,1.7,0.4,1.0625,2,15th,stop
2022-12-14T15:12:56.600Z,82,12,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,66.6,0,GG,24.7,1,23.7,1.25,3.0385,15th,stop
2022-12-14T15:12:56.900Z,82,10,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,66.9,0,GG,1.8,1.6,0.2,1.0667,0.2857,15th,stop
2022-12-14T15:12:58.300Z,82,11,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,68.3,0,GG,1.6,1.4,0.2,1.1667,0.125,15th,stop
2022-12-14T15:12:58.700Z,82,10,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,68.7,0,GG,2.2,1.5,0.7,1.3636,0.5833,15th,stop
2022-12-14T15:12:59.900Z,82,11,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,69.9,0,GG,2.8,1.2,1.6,1.2,0.0514,15th,stop
2022-12-14T15:13:00.900Z,82,10,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,70.9,0,GG,2.3,1.1,1.2,1.2222,0.2667,15th,stop
2022-12-14T15:13:02.700Z,82,11,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,72.7,0,GG,32.1,1,31.1,0.8333,,15th,stop
2022-12-14T15:13:03.200Z,82,10,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,73.2,0,GG,5.4,0.9,4.5,0.3913,0.9184,15th,stop
2022-12-14T15:13:08.600Z,82,10,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,78.6,0,GG,7.2,2.3,4.9,2.875,0.169,15th,stop
2022-12-14T15:13:15.800Z,82,10,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,85.8,0,GG,29.8,0.8,29,1,,15th,stop
2022-12-14T15:13:21.300Z,82,12,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,91.3,0,GG,8.6,0.8,7.8,0.8889,1.4182,15th,stop
2022-12-14T15:13:29.900Z,82,12,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,99.9,0,GG,6.4,0.9,5.5,1,,15th,stop
2022-12-14T15:13:34.800Z,82,11,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,104.8,0,GG,,1.2,,,,15th,stop
2022-12-14T15:13:36.300Z,82,12,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,106.3,0,GG,,0.9,,,,15th,stop
2022-12-14T15:13:45.600Z,82,10,G,6,120,2022-12-14T15:11:50Z,2022-12-14T15:11:53.600Z,2022-12-14T15:12:44.700Z,54.7,115.6,0,GG,,0.8,,,,15th,stop
2022-12-14T15:00:46.500Z,82,9,R,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,11.5,63.8,RG,73.5,73.3,0.2,,,19th,stop
2022-12-14T15:00:53.800Z,82,11,R,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,18.8,56.5,RG,63.4,63.3,0.1,,,19th,stop
2022-12-14T15:01:27.300Z,82,10,R,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,52.3,23,RG,31.8,31,0.8,,,19th,stop
2022-12-14T15:01:57.200Z,82,11,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,82.2,0,GG,3.6,2.3,1.3,1.2105,2.1667,19th,stop
2022-12-14T15:01:59.100Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,84.1,0,GG,3.2,2.1,1.1,1.3125,5.5,19th,stop
2022-12-14T15:02:00Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,85,0,GG,2.3,1.8,0.5,1,0.5556,19th,stop
2022-12-14T15:02:00.800Z,82,11,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,85.8,0,GG,2.5,1.9,0.6,1.1875,0.75,19th,stop
2022-12-14T15:02:02.300Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,87.3,0,GG,2.7,1.8,0.9,1,1.5,19th,stop
2022-12-14T15:02:02.300Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,87.3,0,GG,1.8,1.6,0.2,0.5333,0.6667,19th,stop
2022-12-14T15:02:03.300Z,82,11,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,88.3,0,GG,2.4,1.6,0.8,0.5926,0.6667,19th,stop
2022-12-14T15:02:04.100Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,89.1,0,GG,3.3,3,0.3,2.1429,0.5,19th,stop
2022-12-14T15:02:05Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,90,0,GG,2.4,1.8,0.6,1.125,3,19th,stop
2022-12-14T15:02:05.700Z,82,11,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,90.7,0,GG,3.9,2.7,1.2,2.25,1.0909,19th,stop
2022-12-14T15:02:07.400Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,92.4,0,GG,1.8,1.6,0.2,1.0667,0.6667,19th,stop
2022-12-14T15:02:07.400Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,92.4,0,GG,2,1.4,0.6,1.2727,0.1091,19th,stop
2022-12-14T15:02:09.200Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,94.2,0,GG,1.8,1.5,0.3,1.0714,0.375,19th,stop
2022-12-14T15:02:09.400Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,94.4,0,GG,6.6,1.1,5.5,1.2222,0.6627,19th,stop
2022-12-14T15:02:09.600Z,82,11,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,94.6,0,GG,2.3,1.2,1.1,1.0909,0.02,19th,stop
2022-12-14T15:02:11Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,96,0,GG,2.2,1.4,0.8,1,2.6667,19th,stop
2022-12-14T15:02:11.900Z,82,11,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,96.9,0,GG,56.2,1.1,55.1,,,19th,stop
2022-12-14T15:02:13.200Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,98.2,0,GG,1.7,1.4,0.3,1.1667,0.005,19th,stop
2022-12-14T15:02:14.900Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,99.9,0,GG,60.7,1.2,59.5,,,19th,stop
2022-12-14T15:02:16Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,101,0,GG,9.2,0.9,8.3,1.125,0.3458,19th,stop
2022-12-14T15:02:25.200Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,110.2,0,GG,24.8,0.8,24,,,19th,stop
2022-12-14T15:02:50Z,82,10,R,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,15,56.1,RG,63.6,62.6,1,,,19th,stop
2022-12-14T15:03:08.100Z,82,11,R,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,33.1,38,RG,48.5,44.8,3.7,,,19th,stop
2022-12-14T15:03:15.600Z,82,9,R,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,40.6,30.5,RG,41.8,37.3,4.5,,,19th,stop
2022-12-14T15:03:53.600Z,82,10,G,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,78.6,0,GG,3.8,1.5,2.3,1.0714,7.6667,19th,stop
2022-12-14T15:03:56.600Z,82,11,G,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,81.6,0,GG,3.3,3.1,0.2,0.8378,0.2857,19th,stop
2022-12-14T15:03:57.400Z,82,9,G,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,82.4,0,GG,1.5,1.3,0.2,1.0833,0.1667,19th,stop
2022-12-14T15:03:57.400Z,82,10,G,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,82.4,0,GG,1.7,1.4,0.3,1.0769,0.1765,19th,stop
2022-12-14T15:03:58.900Z,82,9,G,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,83.9,0,GG,2.4,1.2,1.2,1.2,0.48,19th,stop
2022-12-14T15:03:59.100Z,82,10,G,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,84.1,0,GG,3,1.3,1.7,1,2.125,19th,stop
2022-12-14T15:03:59.900Z,82,11,G,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,84.9,0,GG,4.4,3.7,0.7,2.0556,0.5833,19th,stop
2022-12-14T15:04:01.300Z,82,9,G,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,86.3,0,GG,3.5,1,2.5,0.9091,1.6667,19th,stop
2022-12-14T15:04:02.100Z,82,10,G,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,87.1,0,GG,2.1,1.3,0.8,0.9286,8,19th,stop
